chunk_id,company_raw,company_slug,source_file,pdf_page,chunk_idx_on_page,text,n_chars
глобалтрак менеджмент-p030-c006,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,30,6,"ования основных средств. Оценка срока полезной службы основных средств производилась с применением суждения на основе имеющегося опыта в отношении аналогичных активов. Будущие экономические выгоды, связанные с этими активами, в основном,",237
глобалтрак менеджмент-p030-c007,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,30,7,"будут получены в результате их использования. Однако другие факторы, такие как устаревание с технологической или коммерческой точки зрения, а также износ оборудования, часто приводят к уменьшению экономических выгод, связанных с этими активами. При этом во внимание принимаются следующие основные факторы: (а) ожидаемый срок использования активов; (б) ожидаемый физический износ активов, который зависит от эксплуатационных характеристик и регламента технического обслуживания; и (в) моральный износ активов с технологической и коммерческой точки зрения в результате изменения рыночных условий. Руков",600
глобалтрак менеджмент-p030-c008,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,30,8,"одством Группы принято решение пересмотреть ликвидационную стоимость и срок полезного использования для своих основных активов (тягачи, тентованные полуприцепы и полуприцепы- рефрижераторы). Оценка срока полезной службы производилась с применением суждения на",259
глобалтрак менеджмент-p030-c009,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,30,9,"основе имеющегося опыта в отношении аналогичных активов, а также с учетом их текущего технического состояния и расчетного периода, в течение которого данные активы будут приносить Группе экономические выгоды. Если бы расчетные сроки полезного использования активов отличались на 1 год от оценок руководства, амортизационные отчисления должны были бы увеличиться на 41 942 тыс. руб. или уменьшиться на 27 399 тыс. руб. за год, закончившийся 31 декабря 2024 года (2023 год: увеличиться",483
глобалтрак менеджмент-p030-c010,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,30,10,на 1 562 тыс. руб. или уменьшиться на 30 399 тыс. руб.).,56
глобалтрак менеджмент-p031-c001,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,1,"ГРУППА ГЛОБАЛТРАК МЕНЕДЖМЕНТ Примечания к консолидированной финансовой отчетности за год, закончившийся 31 декабря 2024 г. 4 Важные бухгалтерские оценки и профессиональные суждения в применении учетной политики (продолжение) Определение значений ликвидационной стоимости. Группа определила величину оценочного значения ликвидационной стоимости своих основных активов (тягачи, тентованные полуприцепы и полуприцепы-рефрижераторы) на основании рыночных данных. По состоянию на 1 января 2024 года Группа установила ликвидационную стоимость для полуприцепов-рефрижераторов в сумме от",579
глобалтрак менеджмент-p031-c002,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,2,"3 250 тыс. руб. до 3 583 тыс. руб. (на 1 января 2023 года: 3 250 тыс. руб. до 3 583 тыс. руб.). Ликвидационная стоимость для тягачей от 2 500 тыс. руб. до 5 417 тыс. руб. (на 1 января 2023 года: 2 500 тыс. руб. до 5 417 тыс. руб.), для тентованных полуприцепов от 2 083 тыс. руб. до 3 333 тыс.",293
глобалтрак менеджмент-p031-c003,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,3,"руб. (на 1 января 2023 года: 2 083 тыс. руб. до 3 333 тыс. руб.). Если бы ликвидационная стоимость тягачей и полуприцепов отличалась на 15% от оценок руководства, амортизационные отчисления за год должны были бы увеличиться на 27 905 тыс. руб. или уменьшиться на 24 046 тыс. руб. за год, закончившийся 31 декабря 2024 г. (2023 г. должны были",341
глобалтрак менеджмент-p031-c004,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,4,"бы увеличиться на 20 836 тыс. руб. или уменьшиться на 20 941 тыс. руб. за год). Обязательства по финансированию поставок. У Группы заключены агентские договоры с кредитным учреждением (далее – «Агент»), согласно которым Агент принимает на себя обязательство за вознаграждение осуществлять выплату платежей в пользу контрагентов Группы, а также вести учет денежных требований, по которым Агентом выплачены платежи. Группа, в свою очередь, обязуется компенсировать Агенту сумму, выплаченных Агентом платежей и выплатить вознаграждение. Группа учитывает операции по данным договорам следующим образом:",598
глобалтрак менеджмент-p031-c005,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,5,В консолидированном отчете о финансовом положении отражает обязательства в статье «Обязательства по финансированию поставок»; В консолидированном отчете о прибыли или убытке и прочем совокупном доходе отражает расходы по выплате агентского вознаграждения в статье «Расходы по обязательствам финансирования,305
глобалтрак менеджмент-p031-c006,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,6,"поставок» в составе «Финансовых расходов»; В консолидированном отчете о движении денежных средств отражает операции по компенсации понесенных расходов в виде сумм, ранее выплаченных Агентом в пользу контрагентов Группы и выплате агентского вознаграждения в разделе «Потоки денежных средств от операционной деятельности». 5 Применение новых или пересмотренных стандартов и разъяснений Перечисленные ниже пересмотренные стандарты стали обязательными с 1 января 2024 года: Классификация обязательств как краткосрочных или долгосрочных. Поправки к МСФО (IAS) 1 (выпущены 23 января 2020 года и вступают в",599
глобалтрак менеджмент-p031-c007,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,7,"силу для годовых периодов, начинающихся 1 января 2022 года или после этой даты, дата вступления в силу была впоследствии перенесена на 1 января 2024 года Поправками к МСФО (IAS) 1, как указывается ниже). Данные поправки ограниченной сферы применения уточняют, что",263
глобалтрак менеджмент-p031-c008,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,8,"обязательства классифицируются на краткосрочные и долгосрочные в зависимости от прав, существующих на конец отчетного периода. Обязательства являются долгосрочными, если организация имеет на конец отчетного периода существенное право отложить их погашение как минимум на 12 месяцев. Руководство более не содержит требования о том, что такое право должно быть безусловным. Ожидания руководства в отношении того, будет ли оно впоследствии использовать свое право отложить погашение, не влияют на классификацию обязательств. Право отложить погашение возникает только в случае, если организация выполняет",600
глобалтрак менеджмент-p031-c009,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,9,"все применимые условия на конец периода. Обязательство классифицируется как краткосрочное, если условие нарушено на отчетную дату или до нее, даже в случае, когда по окончании отчетного периода от кредитора получено освобождение от обязанности выполнять условие. В то же время кредит",283
глобалтрак менеджмент-p031-c010,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,10,"классифицируется как долгосрочный, если условие кредитного соглашения нарушено только после отчетной даты. Кроме того, поправки уточняют требования к классификации долга, который организация может погасить посредством его конвертации в собственный капитал. «Погашение» определяется как прекращение обязательства посредством расчетов в форме денежных средств, других ресурсов, содержащих экономические выгоды, или собственных долевых инструментов организации. Предусмотрено исключение для конвертируемых инструментов, которые могут быть конвертированы в собственный капитал, но только для тех инструме",600
глобалтрак менеджмент-p031-c011,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,31,11,"нтов, где опцион на конвертацию классифицируется как долевой инструмент в качестве отдельного компонента комбинированного финансового инструмента. Данный стандарт не оказал влияния на консолидированную финансовую отчетность Группы.",231
глобалтрак менеджмент-p032-c001,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,1,"ГРУППА ГЛОБАЛТРАК МЕНЕДЖМЕНТ Примечания к консолидированной финансовой отчетности за год, закончившийся 31 декабря 2024 г. 5 Применение новых или пересмотренных стандартов и разъяснений (продолжение) Классификация обязательств как краткосрочных или долгосрочных – перенос даты вступления в силу. Поправки к МСФО (IAS) 1 (выпущены 15 июля 2020 года и вступают в силу в отношении годовых периодов, начинающихся 1 января 2023 года или после этой даты, дата вступления в силу была впоследствии перенесена на 1 января 2024 года. Поправками к МСФО (IAS) 1, как указывается ниже). Поправки к МСФО (IAS) 1 в",599
глобалтрак менеджмент-p032-c002,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,2,"отношении классификации обязательств на краткосрочные и долгосрочные были выпущены в январе 2020 года с первоначальной датой вступления в силу с 1 января 2022 года. Однако в связи с пандемией COVID-19 дата вступления в силу была перенесена на один год, чтобы предоставить организациям",284
глобалтрак менеджмент-p032-c003,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,3,"больше времени для внедрения изменений, связанных с классификацией, в результате внесения поправок. Данные поправки не оказали влияния на консолидированную финансовую отчетность Группы. Долгосрочные обязательства с ковенантами. Поправки к МСФО (IAS) 1 (выпущены 31 октября 2022 года и вступают в силу для годовых периодов, начинающихся 1 января 2024 года или после этой даты). Поправки уточняют предыдущие поправки к МСФО (IAS) 1 в отношении классификации обязательств на краткосрочные и долгосрочные, выпущенные в январе 2020 года, которые должны были бы вступить в силу для годовых периодов, начина",600
глобалтрак менеджмент-p032-c004,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,4,"ющихся 1 января 2023 года или после этой даты. В случае применения поправок 2020 года, у организации не было бы права отложить погашение обязательства (и соответственно такое обязательство должно было",200
глобалтрак менеджмент-p032-c005,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,5,"быть классифицировано как краткосрочное), когда ковенанты считались бы невыполненными исходя из условий по состоянию на дату окончания отчетного периода, даже если проверка их выполнения осуществлялась кредитором в течение двенадцати месяцев уже после этой даты. Поправки 2022 года разъясняют, что ковенанты кредитных соглашений, которые организация должна выполнять только после даты окончания отчетного периода, не будут влиять на классификацию обязательства на краткосрочные и долгосрочные по состоянию на отчетную дату. Однако те ковенанты кредитных соглашений, которые организация обязана соблюд",600
глобалтрак менеджмент-p032-c006,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,6,"ать по состоянию на отчетную дату или до нее, будут влиять на классификацию обязательства на краткосрочные и долгосрочные, даже если проверка их выполнения осуществляется только после отчетной даты. Поправки 2022 года вводят дополнительные требования к раскрытию информации",273
глобалтрак менеджмент-p032-c007,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,7,"в ситуациях, когда организация классифицирует обязательство, возникающее в результате кредитного соглашения, как долгосрочное, и на это обязательство распространяются ковенанты кредитного соглашения, которые организация обязана выполнять в течение двенадцати месяцев после отчетной даты, для того чтобы пользователи финансовой отчетности могли получить представление о риске того, что обязательство может стать подлежащим погашению в течение двенадцати месяцев после окончания отчетного периода. Дополнительные раскрытия включают: (а) балансовую стоимость обязательства; (б) информацию о ковенантах к",600
глобалтрак менеджмент-p032-c008,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,8,"редитных соглашений; (в) факты и обстоятельства, при наличии, которые указывают на то, что у организации могут возникнуть трудности с выполнением ковенант кредитных соглашений. Поправки 2022 года вступают в силу для годовых периодов, начинающихся 1 января 2024 года или после этой даты, и",288
глобалтрак менеджмент-p032-c009,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,9,"вносят изменения в поправки 2020 года. Группа оценивает влияние данных поправок на свою консолидированную финансовую отчетность следующим образом: были добавлены дополнительные раскрытия, которые требуются указанными поправками. Обязательства по аренде в операции продажи с обратной арендой. Поправки к МСФО (IFRS) 16 (выпущены 22 сентября 2022 года и вступают в силу для годовых периодов, начинающихся 1 января 2024 года или после этой даты). Поправки применяются к операциям купли-продажи с обратной арендой, если передача актива квалифицируется как ‘продажа’ в соответствии с МСФО (IFRS) 15, а аре",600
глобалтрак менеджмент-p032-c010,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,10,"ндные платежи включают переменные арендные платежи, которые не зависят от индекса или ставки. Поправки определяют последующие требования к оценке операций купли-продажи с обратной арендой, которые удовлетворяют",210
глобалтрак менеджмент-p032-c011,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,11,"требованиям МСФО (IFRS) 15 и подлежащим учету в качестве продажи. Поправки требуют, чтобы продавец-арендатор впоследствии оценивал обязательства по аренде, возникающие в результате обратной аренды, таким образом, чтобы он не признавал какую-либо сумму прибыли или убытка, относящуюся к праву пользования, которое он сохраняет. Любые прибыли и убытки, связанные с полным или частичным прекращением аренды, продолжают отражаться по мере их возникновения, поскольку они относятся к прекращенному праву пользования, а не к праву пользования, которое сохраняет продавец-арендатор. Поправки не предусматрив",600
глобалтрак менеджмент-p032-c012,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,12,"ают какой-либо конкретный метод последующей оценки. Однако они включают иллюстративные примеры с первоначальной и последующей оценкой обязательств по аренде при наличии переменных платежей, которые не",200
глобалтрак менеджмент-p032-c013,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,32,13,зависят от индекса или ставки. Данные поправки не оказали влияния на консолидированную финансовую отчетность Группы. 24,119
глобалтрак менеджмент-p033-c001,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,1,"ГРУППА ГЛОБАЛТРАК МЕНЕДЖМЕНТ Примечания к консолидированной финансовой отчетности за год, закончившийся 31 декабря 2024 г. 5 Применение новых или пересмотренных стандартов и разъяснений (продолжение) Соглашения о финансировании поставок. Поправки к МСФО (IAS) 7 и МСФО (IFRS) 7 (выпущены 25 мая 2023 года и вступают в силу для годовых периодов, начинающихся 1 января 2024 года или после этой даты). Поправки направлены на повышение прозрачности операций факторинга кредиторской задолженности и их влияния на обязательства, денежные потоки и подверженность риску ликвидности организации. Они дополняют",600
глобалтрак менеджмент-p033-c002,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,2,"существующие требования МСФО и требуют от организации раскрывать сроки и условия, сумму обязательств, которая является частью соглашений факторинга кредиторской задолженности, с отдельным представлением сумм, по которым поставщики уже получили оплату от сторон, предоставляющих",277
глобалтрак менеджмент-p033-c003,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,3,"финансирование, и статьи отчета о финансовом положении, где отражаются данные обязательства, интервалы сроков оплаты и информацию о риске ликвидности. Данные поправки не оказали влияния на консолидированную финансовую отчетность Группы. Опубликован ряд новых стандартов и интерпретаций, которые являются обязательными для годовых периодов, начинающихся 1 января 2025 года или после этой даты, и которые Группа не приняла досрочно. Отсутствие возможности обмена валют. Поправки к МСФО (IAS) 21 «Влияние изменений валютных курсов» (выпущены 15 августа 2023 года и вступают в силу для годовых периодов,",599
глобалтрак менеджмент-p033-c004,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,4,"начинающихся 1 января 2025 года или после этой даты). Поправки к МСФО (IAS) 21 содержат требования, которые призваны содействовать организациям при определении того, возможна ли конвертация одной валюты в другую валюту, а также текущего обменного курса,",253
глобалтрак менеджмент-p033-c005,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,5,"который следует использовать, когда конвертация невозможна. Валюта является конвертируемой, когда есть возможность получить другую валюту (с обычной административной задержкой), и операция будет осуществляться через рыночный или обменный механизм, который создает юридически защищенные права и обязанности. Отменено ранее существовавшее требование использовать первый доступный курс, по которому можно будет осуществить обмен, в ситуации временного отсутствия конвертируемости одной валюты на другую. Если валюта не может быть конвертирована в другую валюту, необходимо определить оценку текущего обм",600
глобалтрак менеджмент-p033-c006,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,6,"енного курса. Целью определения оценки текущего обменного курса на дату оценки является определение курса, по которому на эту дату между участниками рынка была бы совершена обычная обменная операция в",200
глобалтрак менеджмент-p033-c007,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,7,"действующих экономических условиях. Поправки к МСФО (IAS) 21 устанавливают основные принципы, в соответствии с которыми организация может оценить возможности обмена между двумя валютами на определенную дату для определенной цели и определить оценку текущего обменного курса на дату оценки в ситуации отсутствия конвертируемости. Организации могут определить оценку текущего обменного курса на дату оценки с использованием наблюдаемых обменных курсов без каких-либо корректировок, либо других методов оценки. Поправки также включают новые требования раскрытия информации, которые должны помочь пользов",600
глобалтрак менеджмент-p033-c008,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,8,"ателям сделать выводы о влиянии, рисках, расчетных курсах и методах оценки, используемых в тех случаях, когда валюта не является конвертируемой. Когда организация впервые применяет новые требования, пересчет сравнительной информации не допускается.",248
глобалтрак менеджмент-p033-c009,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,9,"Вместо этого организация должна осуществить пересчет монетарных статей в иностранной валюте и немонетарных статей, которые оцениваются по справедливой стоимости в иностранной валюте, по рассчитанному текущему обменному курсу на дату первоначального применения поправки с отражением корректировки в составе вступительного сальдо нераспределенной прибыли – при отсутствии конвертируемости между функциональной и иностранной валютами. Организация должна осуществить пересчет соответствующих активов и обязательств по рассчитанному текущему обменному курсу на дату первоначального применения поправки с о",600
глобалтрак менеджмент-p033-c010,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,10,"тражением корректировки в составе разниц от пересчета иностранной валюты, накопленных в отдельном компоненте капитала – при отсутствии конвертируемости между функциональной валютой и валютой представления отчетности. В настоящее время Группа проводит оценку того, как данные",274
глобалтрак менеджмент-p033-c011,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,11,"поправки повлияют на консолидированную финансовую отчетность. МСФО (IFRS) 18 «Представление и раскрытия в финансовой отчетности» (выпущен 9 апреля 2024 года и вступают в силу для годовых периодов, начинающихся 1 января 2027 года или после этой даты). МСФО (IFRS) 18 заменяет МСФО (IAS) 1. Многие требования МСФО (IAS) 1 в новом стандарте сохранены без изменений. Новый стандарт вводит три получившие определение категории доходов и расходов в отчете о прибыли или убытке (операционную, инвестиционную и финансовую), и требует предоставления новых определенных стандартом промежуточных итогов, которые",600
глобалтрак менеджмент-p033-c012,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,12,"включают показатели операционной прибыли и прибыли до вычета финансовых доходов и расходов и налогов на прибыль. В том случае, когда представлены альтернативные показатели результатов (эффективности)",199
глобалтрак менеджмент-p033-c013,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,33,13,"деятельности или показатели, не предусмотренные общепринятыми правилами бухгалтерского учета, и эти показатели соответствуют определению установленных руководством показателей 25",178
глобалтрак менеджмент-p034-c001,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,1,"ГРУППА ГЛОБАЛТРАК МЕНЕДЖМЕНТ Примечания к консолидированной финансовой отчетности за год, закончившийся 31 декабря 2024 г. 5 Применение новых или пересмотренных стандартов и разъяснений (продолжение) результатов (эффективности) деятельности, МСФО (IFRS) 18 требует, раскрытия сверки этих показателей с промежуточными итогами, предусмотренными МСФО (IFRS) 18, или с итогами или промежуточными итогами, требуемыми стандартами финансовой отчетности МСФО. Показатели результатов (эффективности) деятельности, установленные руководством – это промежуточные итоги доходов и расходов, используемые организац",600
глобалтрак менеджмент-p034-c002,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,2,"ией в публичных коммуникациях для выражения взгляда руководства на тот или иной аспект финансовых результатов деятельности организации в целом. МСФО (IFRS) 18 устанавливает требования для определения того, должна ли информация о",228
глобалтрак менеджмент-p034-c003,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,3,"показателях финансовой отчетности включаться в основные формы финансовой отчетности или в примечания, а также содержит принципы объединения показателей и определения уровня детализации, необходимого для представления информации (агрегации и детализации). МСФО (IFRS) 18 также содержит требования в отношении представления операционных расходов в отчете о прибыли или убытке, раскрытия информации об определенных расходах, классифицированных по характеру, и дополнительной информации о статьях, сгруппированных вместе и обозначенных как «прочие». В настоящее время Группа проводит оценку того, как дан",600
глобалтрак менеджмент-p034-c004,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,4,ные поправки повлияют на консолидированную финансовую отчетность. МСФО (IFRS) 19 «Дочерние организации без обязанности отчитываться публично: раскрытие информации» (выпущен 9 мая 2024 года и вступает в силу для годовых,218
глобалтрак менеджмент-p034-c005,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,5,"периодов, начинающихся 1 января 2027 года или после этой даты). Стандарт является добровольным и позволяет соответствующим определенным требованиям дочерним организациям применять МСФО стандарты финансовой отчетности с сокращенным раскрытием информации. Дочерние организации имеют право применять МСФО (IFRS) 19, если у них нет обязанности отчитываться публично, и их конечная или непосредственная материнская организация готовит консолидированную финансовую отчетность, которая находится в общем доступе и соответствует стандартам финансовой отчетности МСФО. У дочерней организации нет обязанности о",600
глобалтрак менеджмент-p034-c006,ГЛОБАЛТРАК МЕНЕДЖМЕНТ,глобалтрак менеджмент,/content/data/Дата/ГЛОБАЛТРАК МЕНЕДЖМЕНТ.pdf,34,6,"тчитываться публично, если ее долевые или долговые инструменты не котируются на фондовой бирже, и она не удерживает активы в качестве доверенного лица широкого круга сторонних лиц. В соответствии с МСФО (IFRS) 19 таким дочерним организациям для цели выпуска собственной финансовой",280
